gpu,gpu_full_name,kernel,seq_len,head_dim,duration_mean_ns,duration_std_ns,duration_median_ns,duration_min_ns,duration_max_ns,kernels_per_iter,data_source,grid_x,grid_y,grid_z,block_x,block_y,block_z,registers_per_thread,static_shared_mem_bytes,dynamic_shared_mem_bytes,memcpy_h2d_bytes,memcpy_h2d_duration_ns,memcpy_d2h_bytes,memcpy_d2h_duration_ns
rtx2060,NVIDIA GeForce RTX 2060,mea,256,128,560608.35,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,256,64,1586913.65,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,256,64,422399.25,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,4096,128,5673109.85,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,4096,128,2157848.1,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,4096,64,4328235.9,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,4096,64,1197215.1,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,512,128,1343794.3,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,512,128,506560.55,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,512,64,1142506.35,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,512,64,480699.4,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,8192,128,16314651.2,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,8192,128,5141752.4,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,math,8192,64,13602147.4,,,,,,nvtx_total,,,,,,,,,,,,,
rtx2060,NVIDIA GeForce RTX 2060,mea,8192,64,3065341.8,,,,,,nvtx_total,,,,,,,,,,,,,
t4,Tesla T4,math,1024,128,520181.95,1529.183148818865,520603.5,516413.0,522685.0,14.0,kernel_table,256.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,15728640.0,1453562.0,5242880.0,426875.0
t4,Tesla T4,mea,1024,128,143578.2,226.81538980552352,143567.0,143231.0,144063.0,1.0,kernel_table,32.0,1.0,1.0,32.0,4.0,1.0,160.0,0.0,26112.0,15728640.0,1430161.0,5242880.0,418877.0
t4,Tesla T4,math,1024,64,371536.45,1041.6489192874112,371725.0,369820.0,373982.0,14.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,7864320.0,800087.0,2621440.0,226236.0
t4,Tesla T4,mea,1024,64,165709.15,96.09659340037967,165695.0,165534.0,165919.0,1.0,kernel_table,16.0,1.0,1.0,32.0,4.0,1.0,151.0,0.0,18944.0,7864320.0,805179.0,2621440.0,224479.0
t4,Tesla T4,math,2048,128,1584727.55,4827.43923044964,1583556.0,1576693.0,1594547.0,14.0,kernel_table,512.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,31457280.0,2837417.0,10485760.0,820412.0
t4,Tesla T4,mea,2048,128,401152.3,5158.033612469817,401245.0,393021.0,410173.0,1.0,kernel_table,64.0,1.0,1.0,32.0,4.0,1.0,160.0,0.0,26112.0,31457280.0,2719977.0,10485760.0,815001.0
t4,Tesla T4,math,2048,64,1139823.6,4677.201169390447,1139336.0,1130775.0,1148632.0,15.0,kernel_table,256.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,15728640.0,1530389.0,5242880.0,426942.0
t4,Tesla T4,mea,2048,64,334863.2,240.59347674579956,334861.5,334462.0,335262.0,1.0,kernel_table,32.0,1.0,1.0,32.0,4.0,1.0,151.0,0.0,18944.0,15728640.0,1444981.0,5242880.0,418653.0
t4,Tesla T4,math,256,128,116125.2,108.44333955913035,116159.0,115902.0,116288.0,14.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,3932160.0,570844.0,1310720.0,128223.0
t4,Tesla T4,mea,256,128,38175.65,70.34522016455702,38175.5,38079.0,38368.0,1.0,kernel_table,8.0,1.0,1.0,32.0,4.0,1.0,160.0,0.0,26112.0,3932160.0,579676.0,1310720.0,128286.0
t4,Tesla T4,math,256,64,96171.9,174.82047934953155,96175.0,95775.0,96511.0,15.0,kernel_table,32.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,1966080.0,325630.0,655360.0,79967.0
t4,Tesla T4,mea,256,64,46967.55,60.58875612208137,46944.0,46912.0,47168.0,1.0,kernel_table,4.0,1.0,1.0,32.0,4.0,1.0,151.0,0.0,18944.0,1966080.0,338459.0,655360.0,80063.0
t4,Tesla T4,math,4096,128,5847176.6,2111.121138911241,5847333.0,5843575.0,5850005.0,14.0,kernel_table,1024.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,62914560.0,5284222.0,20971520.0,1594550.0
t4,Tesla T4,mea,4096,128,1539105.95,8654.895861059766,1538485.0,1524886.0,1554518.0,1.0,kernel_table,128.0,1.0,1.0,32.0,4.0,1.0,160.0,0.0,26112.0,62914560.0,5280150.0,20971520.0,1593361.0
t4,Tesla T4,math,4096,64,4391610.0,2838.4304224620155,4391489.0,4386305.0,4397601.0,14.0,kernel_table,512.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,31457280.0,2742384.0,10485760.0,820634.0
t4,Tesla T4,mea,4096,64,898646.9,18032.323541498004,903658.0,856347.0,919130.0,1.0,kernel_table,64.0,1.0,1.0,32.0,4.0,1.0,151.0,0.0,18944.0,31457280.0,2721006.0,10485760.0,815419.0
t4,Tesla T4,math,512,128,180787.35,225.35615671292643,180798.5,180318.0,181151.0,14.0,kernel_table,128.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,7864320.0,800348.0,2621440.0,225981.0
t4,Tesla T4,mea,512,128,69809.05,100.26201201168655,69823.0,69663.0,69983.0,1.0,kernel_table,16.0,1.0,1.0,32.0,4.0,1.0,160.0,0.0,26112.0,7864320.0,805561.0,2621440.0,224767.0
t4,Tesla T4,math,512,64,151672.6,211.60723298751293,151695.5,151326.0,152063.0,14.0,kernel_table,64.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,3932160.0,580538.0,1310720.0,128030.0
t4,Tesla T4,mea,512,64,86722.45,93.98514720282583,86687.5,86655.0,87007.0,1.0,kernel_table,8.0,1.0,1.0,32.0,4.0,1.0,151.0,0.0,18944.0,3932160.0,584637.0,1310720.0,127423.0
t4,Tesla T4,math,8192,128,22052950.25,3720.665091577608,22052949.5,22045668.0,22062885.0,14.0,kernel_table,2048.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,125829120.0,18092767.0,41943040.0,3217836.0
t4,Tesla T4,mea,8192,128,5633337.6,85706.56855279377,5618374.5,5571319.0,5988563.0,1.0,kernel_table,256.0,1.0,1.0,32.0,4.0,1.0,160.0,0.0,26112.0,125829120.0,18026749.0,41943040.0,3217482.0
t4,Tesla T4,math,8192,64,16496060.75,5477.65279039346,16494832.0,16488783.0,16508369.0,14.0,kernel_table,1024.0,1.0,1.0,128.0,1.0,1.0,32.0,0.0,0.0,62914560.0,5271931.0,20971520.0,1593523.0
t4,Tesla T4,mea,8192,64,3383858.75,19371.04035158235,3390344.0,3339400.0,3404743.0,1.0,kernel_table,128.0,1.0,1.0,32.0,4.0,1.0,151.0,0.0,18944.0,62914560.0,5330939.0,20971520.0,1593494.0
