,GpuName,SeqLen,HeadDim,SM_Util,Tensor_Util,FMA_Util,FMA_Heavy_Util,FMA_Lite_Util,Shared_Util,ALU_Util,ALU_Heavy_Util,FP64_Util,L1_Cache_Util,LTS_Util,DRAM_Util,SFU_Util,SMSP_Util
55,rtxpro6000blackwellserveredition,2048,128,0.8220744510396574,0.0,1.1360669143427289,0.7408260054452495,0.5441872126527046,,0.3446159593913681,0.19569654732075614,0.0,0.8220744510396574,0.7120780064140412,2.2202472733588112,0.0,0.2268998845615415
56,rtxpro6000blackwellserveredition,4096,64,0.8813729558576453,0.0,1.308328813690077,0.9048800910686572,0.6293644686149439,,0.5161040724567723,0.2902502807483078,0.0,0.8813729558576453,0.7885206024018088,4.051817671518541,0.028036805788841646,0.2860960652295116
57,rtxpro6000blackwellserveredition,4096,128,0.9315495339716324,0.0,2.0320697997363055,1.2826454061019426,0.9694547242136927,,0.5396617244603172,0.3197129011804204,0.0,0.9315495339716324,0.8710253242854866,4.1797084359302135,0.0,0.3843752635521655
58,rtxpro6000blackwellserveredition,8192,64,0.9776867959169838,0.0,1.2129074310505195,0.9021697579571264,0.5340373627692829,,0.5205348299892552,0.29721028186882065,0.0,0.9776867959169838,0.8880089287506485,5.678135911853176,0.0,0.27343656613936657
59,rtxpro6000blackwellserveredition,8192,128,0.9612916091365413,0.0,1.914035198083063,1.1957708561650524,0.91214727846236,,0.479466928204857,0.28550474410695076,0.0,0.9612916091365413,0.8941368876145299,5.041548339192091,0.0,0.3557162165103028
60,t4,256,64,0.4866971435061616,0.0,0.2701487875518201,,,0.0010903515247884606,0.222820716678971,,0.0,0.4866971435061616,0.39743659137372933,0.6377065705037197,0.006178658640467943,0.0873800329377023
61,t4,256,128,0.6433852019785655,0.0,0.61520197856554,,,0.0,0.2693487221764221,,0.0,0.6433852019785655,0.5701605008244023,0.8914262159934048,0.006331409727947238,0.14555338004946414
62,t4,512,64,0.7159059240642207,0.0,0.8263860576253167,,,0.0,0.35291506897388125,,0.0,0.7159059240642207,0.9121307136332436,1.913980048408156,0.011890446872306715,0.19747644101997736
63,t4,512,128,0.7266773892064595,0.0,1.2764111369514661,,,0.0,0.36973635593036147,,0.0,0.7266773892064595,0.8492170010215393,1.7450390141059358,0.011128257514834055,0.26317201525788436
64,t4,1024,64,0.8075911502306274,0.0,1.3586460733476682,,,0.0,0.4521068538475678,,0.0,0.8075911502306274,1.1581050124611523,3.8027354687573474,0.018604094439718378,0.2977791282109376
65,t4,1024,128,0.7971918332847236,0.0,1.6491435723326715,,,0.0,0.4104736473992858,,0.0,0.7971918332847236,1.1541713152656212,2.6260218658768295,0.013048168923950807,0.32526987240657734
66,t4,2048,64,0.91185852606435,6.806406938167009e-06,1.5645488967786696,,,0.0009258957306326308,0.5523221964559412,,0.0,0.91185852606435,1.276199758245401,4.604479692823115,0.039556069684443,0.33902552148296494
67,t4,2048,128,0.897913542600235,0.0,2.152594510745251,,,0.0,0.3587577566408562,,0.0,0.897913542600235,1.3785284269096454,3.752647048106049,0.01605918133046369,0.3788230991184885
68,t4,4096,64,0.9613865117538419,0.0,1.8132610268480625,,,0.0,0.51726224783352,,0.0,0.9613865117538419,1.4246790723994505,6.045856988010679,0.023542523771989097,0.3710491232213785
69,t4,4096,128,0.9804163972932369,0.0,2.476016524687132,,,0.0,0.43510890008047454,,0.0,0.9804163972932369,1.4411947107452012,4.778724557938685,0.017884896149100077,0.4394531751353792
70,t4,8192,64,0.9809228593506437,0.0,1.8874038678453957,,,0.0,0.5188686989495174,,0.0,0.9809228593506437,1.450606855445203,6.088545884754631,0.02465851542095237,0.3822502150685266
71,t4,8192,128,0.9982778817475356,0.0,2.5727536367979966,,,0.0,0.40965319379282944,,0.0,0.9982778817475356,1.4558347414774067,4.567303241034165,0.018492293268712177,0.44797069498697295
